name,salary_from,salary_to,salary_currency,area_name,published_at
System Administrators/DevOps Team Lead,,,,Москва,2022-12-26T18:07:26+0300
Программист 1С,90000.0,180000.0,RUR,Тольятти,2022-12-26T18:49:47+0300
Fullstack (PHP/Javascript) Developer,1400.0,3700.0,EUR,Астана,2022-12-26T22:40:40+0300
"Руководитель проектов ИТ (СКС, Мультимедиа, ВКС, СБ)",,150000.0,RUR,Москва,2022-12-26T14:29:44+0300
Инженер 2 линии технической поддержки,,,,Санкт-Петербург,2022-12-26T14:40:37+0300
Support - специалист,30000.0,55000.0,RUR,Ижевск,2022-12-26T19:17:56+0300
Специалист по внедрению и сопровождению ПО,32000.0,39500.0,RUR,Оренбург,2022-12-26T16:45:46+0300
Начальник отдела информационных технологий,,,,Санкт-Петербург,2022-12-26T16:53:02+0300
Ведущий специалист технической поддержки,,,,Воронеж,2022-12-26T17:48:26+0300
Пресейл менеджер по направлению информационной безопасности,,,,Москва,2022-12-26T17:08:04+0300
Специалист технической поддержки в Маркет (Есипово),,,,Зеленоград,2022-12-26T16:31:35+0300
Ведущий специалист Service Desk,,85000.0,RUR,Новосибирск,2022-12-26T16:18:56+0300
Project manager (Специалист по автоматизации документооборота),,,,Астана,2022-12-26T15:54:17+0300
Специалист по внедрению и сопровождению ПО,32000.0,39500.0,RUR,Томск,2022-12-26T16:45:46+0300
Системный администратор,,,,Новороссийск,2022-12-26T14:59:10+0300
Ведущий системный администратор,,,,Иркутск,2022-12-26T16:50:38+0300
Младший программист 1С (Junior),,50000.0,RUR,Санкт-Петербург,2022-12-26T17:34:43+0300
Специалист DevOps,,,,Санкт-Петербург,2022-12-26T15:54:47+0300
Специалист клиентской поддержки,,65000.0,RUR,Санкт-Петербург,2022-12-26T18:48:18+0300
Сервис-менеджер (инженерные/мультимедиа решения),,,,Москва,2022-12-26T19:54:29+0300
IT-архитектор,,,,Москва,2022-12-26T13:41:52+0300
Менеджер клиентского опыта,,,,Алматы,2022-12-26T17:19:08+0300
Бизнес-аналитик,100000.0,150000.0,RUR,Тула,2022-12-26T18:10:53+0300
System Administrators/DevOps Team Lead,,,,Санкт-Петербург,2022-12-26T18:07:26+0300
Системный аналитик / Технический писатель,,,,Омск,2022-12-26T13:50:04+0300
Старший системный администратор,,,,Москва,2022-12-26T15:44:48+0300
Инженер-проектировщик (IT),,,,Воронеж,2022-12-26T15:11:09+0300
"Администратор систем виртуализации (VMware vSphere, MS Hyper-V)",,,,Череповец,2022-12-26T15:19:39+0300
IT Security Manager,,,,Минск,2022-12-26T16:51:19+0300
Специалист DevOps,,,,Екатеринбург,2022-12-26T16:00:32+0300
Специалист DevOps,,,,Самара,2022-12-26T16:00:32+0300
Project Manager,,,,Минск,2022-12-26T16:31:14+0300
Аналитик 1С/Системный аналитик,180000.0,180000.0,RUR,Москва,2022-12-26T18:37:35+0300
Руководитель отдела инфраструктуры / вычислительных систем,,,,Москва,2022-12-26T18:36:40+0300
"Product-менеджер (мобильные приложения, сайты)",,,,Москва,2022-12-26T21:21:05+0300
Помощник бизнес-аналитика,100000.0,200000.0,KZT,Астана,2022-12-26T12:53:22+0300
Системный аналитик,40000.0,70000.0,RUR,Москва,2022-12-26T15:57:11+0300
Тестировщик CRM,140000.0,,RUR,Москва,2022-12-26T16:53:27+0300
"Системный администратор Microsoft (Exchange, DFS, Storage Replic)",,,,Москва,2022-12-26T16:45:53+0300
Специалист DevOps,,,,Пермь,2022-12-26T16:00:32+0300
Тикетинг Агент,400.0,800.0,USD,Алматы,2022-12-26T17:49:02+0300
Руководитель отдела маркетинга IT,,,,Санкт-Петербург,2022-12-26T16:26:04+0300
Директор по IT продукту,,,,Москва,2022-12-26T16:34:27+0300
Специалист отдела развития информационных систем,25000.0,40000.0,RUR,Челябинск,2022-12-26T14:46:49+0300
Специалист DevOps,,,,Воронеж,2022-12-26T15:54:31+0300
Системный аналитик,,,,Санкт-Петербург,2022-12-26T14:17:19+0300
Junior DevOps Инженер,,250000.0,RUR,Москва,2022-12-26T13:15:42+0300
Инженер технической поддержки ИБП,,,,Москва,2022-12-26T16:21:20+0300
Программист 1С,100000.0,150000.0,RUR,Иваново (Ивановская область),2022-12-26T21:34:09+0300
Head of Product Support,3000.0,4500.0,USD,Москва,2022-12-26T14:37:34+0300
"Менеджер проектов IT (промышленность), г. Ижевск",110000.0,,RUR,Ижевск,2022-12-26T13:09:46+0300
Стажер frontend-разработчик,,,,Москва,2022-12-26T16:22:42+0300
Менеджер проектов,100000.0,150000.0,RUR,Москва,2022-12-26T15:40:58+0300
Программист 1С,,,,Москва,2022-12-26T19:54:12+0300
Системный аналитик,,,,Москва,2022-12-26T18:16:01+0300
Инженер-системотехник по защите информационных систем,,,,Минск,2022-12-26T13:47:40+0300
Стажер-программист PHP (Intern PHP developer),,,,Москва,2022-12-26T18:27:29+0300
Technical Support Agent (no experience required),400.0,800.0,USD,Алматы,2022-12-26T13:04:25+0300
Специалист по внедрению и сопровождению ПО,28000.0,,RUR,Ростов-на-Дону,2022-12-26T16:45:46+0300
Преподаватель курсов IT-безопасность,130000.0,,RUR,Москва,2022-12-26T13:39:34+0300
Руководитель ИТ-проектов,,,,Санкт-Петербург,2022-12-26T17:04:14+0300
Специалист-переводчик по локализации сайтов (удаленно),40000.0,,RUR,Турция,2022-12-26T21:34:21+0300
Специалист по внедрению и сопровождению ПО,30000.0,,RUR,Брянск,2022-12-26T16:45:46+0300
Technical Project Manager for US company,1200.0,1700.0,USD,Москва,2022-12-26T18:21:19+0300
Team Lead PHP,180000.0,280000.0,RUR,Москва,2022-12-26T18:26:45+0300
Project manager (руководитель проектов),50000.0,100000.0,RUR,Волгоград,2022-12-26T17:42:03+0300
Аналитик бизнес-процессов (настройкаи внедрение систем amoCRM и МойСклад),75000.0,100000.0,RUR,Ростов-на-Дону,2022-12-26T13:52:16+0300
Системный аналитик (Senior),,250000.0,RUR,Москва,2022-12-26T19:04:17+0300
Team Lead (Scala),400000.0,,RUR,Санкт-Петербург,2022-12-26T18:13:32+0300
Специалист бизнес поддержки,3000000.0,5000000.0,UZS,Ташкент,2022-12-26T16:21:07+0300
Engineer (системный администратор),140000.0,,RUR,Москва,2022-12-26T16:50:38+0300
Инженер технической поддержки продуктов виртуализации,,,,Москва,2022-12-26T15:12:48+0300
Chief information officer (CIO),,,,Киров (Кировская область),2022-12-26T14:03:51+0300
Помощник аналитика,14000.0,,RUR,Москва,2022-12-26T14:19:09+0300
IT директор в сеть отелей,200000.0,,RUR,Ялта,2022-12-26T15:57:17+0300
Web разработчик Angular,,,,Москва,2022-12-26T18:43:02+0300
Менеджер проектов,,,,Екатеринбург,2022-12-26T13:58:35+0300
Младший консультант 1С,,,,Москва,2022-12-26T16:10:28+0300
Системный аналитик,250000.0,350000.0,RUR,Москва,2022-12-26T13:02:04+0300
Специалист DevOps,,,,Череповец,2022-12-26T15:54:14+0300
Менеджер IT-проекта,,,,Москва,2022-12-26T13:09:32+0300
Специалист технической поддержки в Маркет (Строгино),,,,Москва,2022-12-26T16:31:34+0300
Дежурный инженер технической поддержки,,,,Москва,2022-12-26T13:57:32+0300
Инженер прикладных информационных систем,,,,Санкт-Петербург,2022-12-26T18:11:05+0300
Head of Product Support,3000.0,4500.0,USD,Тбилиси,2022-12-26T14:37:07+0300
QA тестировщик,,,,Астана,2022-12-26T16:19:40+0300
Linux System Administrator,,,,Санкт-Петербург,2022-12-26T18:49:46+0300
DevOps-инженер,,,,Липецк,2022-12-26T18:52:24+0300
Специалист по внедрению и сопровождению ПО,30000.0,,RUR,Краснодар,2022-12-26T16:45:46+0300
Инженер по внедрению,,,,Москва,2022-12-26T17:55:48+0300
Менеджер проектов,,,,Москва,2022-12-26T14:55:39+0300
Инженер отдела информационной безопасности,150000.0,,RUR,Москва,2022-12-26T13:09:08+0300
DevOps Engineer,120000.0,150000.0,RUR,Таганрог,2022-12-26T18:07:56+0300
